Ward Code,Ward,District Code,Disctrict,City Code,City/Province
03451,Xã Mù Cả,107,Huyện Mường Tè,12,Tỉnh Lai Châu
03454,Xã Bum Tở,107,Huyện Mường Tè,12,Tỉnh Lai Châu
03457,Xã Nậm Khao,107,Huyện Mường Tè,12,Tỉnh Lai Châu
03463,Xã Tà Tổng,107,Huyện Mường Tè,12,Tỉnh Lai Châu
03466,Xã Bum Nưa,107,Huyện Mường Tè,12,Tỉnh Lai Châu
03467,Xã Vàng San,107,Huyện Mường Tè,12,Tỉnh Lai Châu
03469,Xã Kan Hồ,107,Huyện Mường Tè,12,Tỉnh Lai Châu
03478,Thị trấn Sìn Hồ,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03487,Xã Chăn Nưa,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03493,Xã Pa Tần,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03496,Xã Phìn Hồ,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03499,Xã Hồng Thu,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03505,Xã Phăng Sô Lin,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03508,Xã Ma Quai,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03509,Xã Lùng Thàng,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03511,Xã Tả Phìn,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03514,Xã Sà Dề Phìn,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03517,Xã Nậm Tăm,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03520,Xã Tả Ngảo,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03523,Xã Pu Sam Cáp,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03526,Xã Nậm Cha,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03527,Xã Pa Khoá,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03529,Xã Làng Mô,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03532,Xã Noong Hẻo,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03535,Xã Nậm Mạ,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03538,Xã Căn Co,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03541,Xã Tủa Sín Chải,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03544,Xã Nậm Cuổi,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03547,Xã Nậm Hăn,108,Huyện Sìn Hồ,12,Tỉnh Lai Châu
03391,Xã Lả Nhì Thàng,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03490,Xã Huổi Luông,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03549,Thị trấn Phong Thổ,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03550,Xã Sì Lở Lầu,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03553,Xã Mồ Sì San,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03559,Xã Pa Vây Sử,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03562,Xã Vàng Ma Chải,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03565,Xã Tông Qua Lìn,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03568,Xã Mù Sang,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03571,Xã Dào San,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03574,Xã Ma Ly Pho,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03577,Xã Bản Lang,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03580,Xã Hoang Thèn,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03583,Xã Khổng Lào,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03586,Xã Nậm Xe,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03589,Xã Mường So,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03592,Xã Sin Suối Hồ,109,Huyện Phong Thổ,12,Tỉnh Lai Châu
03595,Thị trấn Than Uyên,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03618,Xã Phúc Than,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03619,Xã Mường Than,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03625,Xã Mường Mít,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03628,Xã Pha Mu,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03631,Xã Mường Cang,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03632,Xã Hua Nà,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03634,Xã Tà Hừa,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03637,Xã Mường Kim,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03638,Xã Tà Mung,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03640,Xã Tà Gia,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03643,Xã Khoen On,110,Huyện Than Uyên,12,Tỉnh Lai Châu
03598,Thị trấn Tân Uyên,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03601,Xã Mường Khoa,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03602,Xã Phúc Khoa,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03604,Xã Thân Thuộc,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03605,Xã Trung Đồng,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03607,Xã Hố Mít,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03610,Xã Nậm Cần,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03613,Xã Nậm Sỏ,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03616,Xã Pắc Ta,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03622,Xã Tà Mít,111,Huyện Tân Uyên,12,Tỉnh Lai Châu
03434,Thị trấn Nậm Nhùn,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03460,Xã Hua Bun,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03472,Xã Mường Mô,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03473,Xã Nậm Chà,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03474,Xã Nậm Manh,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03475,Xã Nậm Hàng,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03481,Xã Lê Lợi,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03484,Xã Pú Đao,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03488,Xã Nậm Pì,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03502,Xã Nậm Ban,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03503,Xã Trung Chải,112,Huyện Nậm Nhùn,12,Tỉnh Lai Châu
03646,Phường Chiềng Lề,116,Thành phố Sơn La,14,Tỉnh Sơn La
03649,Phường Tô Hiệu,116,Thành phố Sơn La,14,Tỉnh Sơn La
03652,Phường Quyết Thắng,116,Thành phố Sơn La,14,Tỉnh Sơn La
03655,Phường Quyết Tâm,116,Thành phố Sơn La,14,Tỉnh Sơn La
03658,Xã Chiềng Cọ,116,Thành phố Sơn La,14,Tỉnh Sơn La
03661,Xã Chiềng Đen,116,Thành phố Sơn La,14,Tỉnh Sơn La
03664,Xã Chiềng Xôm,116,Thành phố Sơn La,14,Tỉnh Sơn La
03667,Phường Chiềng An,116,Thành phố Sơn La,14,Tỉnh Sơn La
03670,Phường Chiềng Cơi,116,Thành phố Sơn La,14,Tỉnh Sơn La
03673,Xã Chiềng Ngần,116,Thành phố Sơn La,14,Tỉnh Sơn La
03676,Xã Hua La,116,Thành phố Sơn La,14,Tỉnh Sơn La
03679,Phường Chiềng Sinh,116,Thành phố Sơn La,14,Tỉnh Sơn La
03682,Xã Mường Chiên,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03685,Xã Cà Nàng,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03688,Xã Chiềng Khay,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03694,Xã Mường Giôn,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03697,Xã Pá Ma Pha Khinh,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03700,Xã Chiềng Ơn,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03703,Xã Mường Giàng,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03706,Xã Chiềng Bằng,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03709,Xã Mường Sại,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03712,Xã Nậm ét,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03718,Xã Chiềng Khoang,118,Huyện Quỳnh Nhai,14,Tỉnh Sơn La
03721,Thị trấn Thuận Châu,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03724,Xã Phổng Lái,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03727,Xã Mường é,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03730,Xã Chiềng Pha,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03733,Xã Chiềng La,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03736,Xã Chiềng Ngàm,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03739,Xã Liệp Tè,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03742,Xã é Tòng,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03745,Xã Phổng Lập,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03748,Xã Phổng Lăng,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03751,Xã Chiềng Ly,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03754,Xã Noong Lay,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03757,Xã Mường Khiêng,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03760,Xã Mường Bám,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03763,Xã Long Hẹ,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03766,Xã Chiềng Bôm,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03769,Xã Thôm Mòn,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03772,Xã Tông Lạnh,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03775,Xã Tông Cọ,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03778,Xã Bó Mười,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03781,Xã Co Mạ,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03784,Xã Púng Tra,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03787,Xã Chiềng Pấc,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03790,Xã Nậm Lầu,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03793,Xã Bon Phặng,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03796,Xã Co Tòng,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03799,Xã Muổi Nọi,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03802,Xã Pá Lông,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03805,Xã Bản Lầm,119,Huyện Thuận Châu,14,Tỉnh Sơn La
03808,Thị trấn Ít Ong,120,Huyện Mường La,14,Tỉnh Sơn La
03811,Xã Nậm Giôn,120,Huyện Mường La,14,Tỉnh Sơn La
03814,Xã Chiềng Lao,120,Huyện Mường La,14,Tỉnh Sơn La
03817,Xã Hua Trai,120,Huyện Mường La,14,Tỉnh Sơn La
03820,Xã Ngọc Chiến,120,Huyện Mường La,14,Tỉnh Sơn La
03823,Xã Mường Trai,120,Huyện Mường La,14,Tỉnh Sơn La
03826,Xã Nậm Păm,120,Huyện Mường La,14,Tỉnh Sơn La
03829,Xã Chiềng Muôn,120,Huyện Mường La,14,Tỉnh Sơn La
03832,Xã Chiềng Ân,120,Huyện Mường La,14,Tỉnh Sơn La
03835,Xã Pi Toong,120,Huyện Mường La,14,Tỉnh Sơn La
03838,Xã Chiềng Công,120,Huyện Mường La,14,Tỉnh Sơn La
03841,Xã Tạ Bú,120,Huyện Mường La,14,Tỉnh Sơn La
03844,Xã Chiềng San,120,Huyện Mường La,14,Tỉnh Sơn La
03847,Xã Mường Bú,120,Huyện Mường La,14,Tỉnh Sơn La
03850,Xã Chiềng Hoa,120,Huyện Mường La,14,Tỉnh Sơn La
03853,Xã Mường Chùm,120,Huyện Mường La,14,Tỉnh Sơn La
03856,Thị trấn Bắc Yên,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03859,Xã Phiêng Ban,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03862,Xã Hang Chú,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03865,Xã Xím Vàng,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03868,Xã Tà Xùa,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03869,Xã Háng Đồng,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03871,Xã Pắc Ngà,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03874,Xã Làng Chếu,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03877,Xã Chim Vàn,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03880,Xã Mường Khoa,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03883,Xã Song Pe,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03886,Xã Hồng Ngài,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03889,Xã Tạ Khoa,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03890,Xã Hua Nhàn,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03892,Xã Phiêng Côn,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03895,Xã Chiềng Sại,121,Huyện Bắc Yên,14,Tỉnh Sơn La
03898,Thị trấn Phù Yên,122,Huyện Phù Yên,14,Tỉnh Sơn La
03901,Xã Suối Tọ,122,Huyện Phù Yên,14,Tỉnh Sơn La
03904,Xã Mường Thải,122,Huyện Phù Yên,14,Tỉnh Sơn La
03907,Xã Mường Cơi,122,Huyện Phù Yên,14,Tỉnh Sơn La
03910,Xã Quang Huy,122,Huyện Phù Yên,14,Tỉnh Sơn La
03913,Xã Huy Bắc,122,Huyện Phù Yên,14,Tỉnh Sơn La
03916,Xã Huy Thượng,122,Huyện Phù Yên,14,Tỉnh Sơn La
03919,Xã Tân Lang,122,Huyện Phù Yên,14,Tỉnh Sơn La
03922,Xã Gia Phù,122,Huyện Phù Yên,14,Tỉnh Sơn La
03925,Xã Tường Phù,122,Huyện Phù Yên,14,Tỉnh Sơn La
03928,Xã Huy Hạ,122,Huyện Phù Yên,14,Tỉnh Sơn La
03931,Xã Huy Tân,122,Huyện Phù Yên,14,Tỉnh Sơn La
03934,Xã Mường Lang,122,Huyện Phù Yên,14,Tỉnh Sơn La
03937,Xã Suối Bau,122,Huyện Phù Yên,14,Tỉnh Sơn La
03940,Xã Huy Tường,122,Huyện Phù Yên,14,Tỉnh Sơn La
03943,Xã Mường Do,122,Huyện Phù Yên,14,Tỉnh Sơn La
03946,Xã Sập Xa,122,Huyện Phù Yên,14,Tỉnh Sơn La
03949,Xã Tường Thượng,122,Huyện Phù Yên,14,Tỉnh Sơn La
03952,Xã Tường Tiến,122,Huyện Phù Yên,14,Tỉnh Sơn La
03955,Xã Tường Phong,122,Huyện Phù Yên,14,Tỉnh Sơn La
03958,Xã Tường Hạ,122,Huyện Phù Yên,14,Tỉnh Sơn La
03961,Xã Kim Bon,122,Huyện Phù Yên,14,Tỉnh Sơn La
03964,Xã Mường Bang,122,Huyện Phù Yên,14,Tỉnh Sơn La
03967,Xã Đá Đỏ,122,Huyện Phù Yên,14,Tỉnh Sơn La
03970,Xã Tân Phong,122,Huyện Phù Yên,14,Tỉnh Sơn La
03973,Xã Nam Phong,122,Huyện Phù Yên,14,Tỉnh Sơn La
03976,Xã Bắc Phong,122,Huyện Phù Yên,14,Tỉnh Sơn La
03979,Thị trấn Mộc Châu,123,Huyện Mộc Châu,14,Tỉnh Sơn La
03982,Thị trấn NT Mộc Châu,123,Huyện Mộc Châu,14,Tỉnh Sơn La
03985,Xã Chiềng Sơn,123,Huyện Mộc Châu,14,Tỉnh Sơn La
03988,Xã Tân Hợp,123,Huyện Mộc Châu,14,Tỉnh Sơn La
03991,Xã Qui Hướng,123,Huyện Mộc Châu,14,Tỉnh Sơn La
03997,Xã Tân Lập,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04000,Xã Nà Mường,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04003,Xã Tà Lai,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04012,Xã Chiềng Hắc,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04015,Xã Hua Păng,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04024,Xã Chiềng Khừa,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04027,Xã Mường Sang,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04030,Xã Đông Sang,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04033,Xã Phiêng Luông,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04045,Xã Lóng Sập,123,Huyện Mộc Châu,14,Tỉnh Sơn La
04060,Thị trấn Yên Châu,124,Huyện Yên Châu,14,Tỉnh Sơn La
04063,Xã Chiềng Đông,124,Huyện Yên Châu,14,Tỉnh Sơn La
04066,Xã Sập Vạt,124,Huyện Yên Châu,14,Tỉnh Sơn La
04069,Xã Chiềng Sàng,124,Huyện Yên Châu,14,Tỉnh Sơn La
04072,Xã Chiềng Pằn,124,Huyện Yên Châu,14,Tỉnh Sơn La
04075,Xã Viêng Lán,124,Huyện Yên Châu,14,Tỉnh Sơn La
04078,Xã Chiềng Hặc,124,Huyện Yên Châu,14,Tỉnh Sơn La
04081,Xã Mường Lựm,124,Huyện Yên Châu,14,Tỉnh Sơn La
04084,Xã Chiềng On,124,Huyện Yên Châu,14,Tỉnh Sơn La
04087,Xã Yên Sơn,124,Huyện Yên Châu,14,Tỉnh Sơn La
04090,Xã Chiềng Khoi,124,Huyện Yên Châu,14,Tỉnh Sơn La
04093,Xã Tú Nang,124,Huyện Yên Châu,14,Tỉnh Sơn La
04096,Xã Lóng Phiêng,124,Huyện Yên Châu,14,Tỉnh Sơn La
04099,Xã Phiêng Khoài,124,Huyện Yên Châu,14,Tỉnh Sơn La
04102,Xã Chiềng Tương,124,Huyện Yên Châu,14,Tỉnh Sơn La
04105,Thị trấn Hát Lót,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04108,Xã Chiềng Sung,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04111,Xã Mường Bằng,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04114,Xã Chiềng Chăn,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04117,Xã Mương Chanh,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04120,Xã Chiềng Ban,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04123,Xã Chiềng Mung,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04126,Xã Mường Bon,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04129,Xã Chiềng Chung,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04132,Xã Chiềng Mai,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04135,Xã Hát Lót,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04136,Xã Nà Pó,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04138,Xã Cò  Nòi,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04141,Xã Chiềng Nơi,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04144,Xã Phiêng Cằm,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04147,Xã Chiềng Dong,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04150,Xã Chiềng Kheo,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04153,Xã Chiềng Ve,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04156,Xã Chiềng Lương,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04159,Xã Phiêng Pằn,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04162,Xã Nà Ơt,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04165,Xã Tà Hộc,125,Huyện Mai Sơn,14,Tỉnh Sơn La
04168,Thị trấn Sông Mã,126,Huyện Sông Mã,14,Tỉnh Sơn La
04171,Xã Bó Sinh,126,Huyện Sông Mã,14,Tỉnh Sơn La
04174,Xã Pú Pẩu,126,Huyện Sông Mã,14,Tỉnh Sơn La
04177,Xã Chiềng Phung,126,Huyện Sông Mã,14,Tỉnh Sơn La
04180,Xã Chiềng En,126,Huyện Sông Mã,14,Tỉnh Sơn La
04183,Xã Mường Lầm,126,Huyện Sông Mã,14,Tỉnh Sơn La
04186,Xã Nậm Ty,126,Huyện Sông Mã,14,Tỉnh Sơn La
04189,Xã Đứa Mòn,126,Huyện Sông Mã,14,Tỉnh Sơn La
04192,Xã Yên Hưng,126,Huyện Sông Mã,14,Tỉnh Sơn La
04195,Xã Chiềng Sơ,126,Huyện Sông Mã,14,Tỉnh Sơn La
04198,Xã Nà Nghịu,126,Huyện Sông Mã,14,Tỉnh Sơn La
04201,Xã Nậm Mằn,126,Huyện Sông Mã,14,Tỉnh Sơn La
04204,Xã Chiềng Khoong,126,Huyện Sông Mã,14,Tỉnh Sơn La
04207,Xã Chiềng Cang,126,Huyện Sông Mã,14,Tỉnh Sơn La
04210,Xã Huổi Một,126,Huyện Sông Mã,14,Tỉnh Sơn La
04213,Xã Mường Sai,126,Huyện Sông Mã,14,Tỉnh Sơn La
04216,Xã Mường Cai,126,Huyện Sông Mã,14,Tỉnh Sơn La
04219,Xã Mường Hung,126,Huyện Sông Mã,14,Tỉnh Sơn La
04222,Xã Chiềng Khương,126,Huyện Sông Mã,14,Tỉnh Sơn La
04225,Xã Sam Kha,127,Huyện Sốp Cộp,14,Tỉnh Sơn La
04228,Xã Púng Bánh,127,Huyện Sốp Cộp,14,Tỉnh Sơn La
04231,Xã Sốp Cộp,127,Huyện Sốp Cộp,14,Tỉnh Sơn La
04234,Xã Dồm Cang,127,Huyện Sốp Cộp,14,Tỉnh Sơn La
04237,Xã Nậm Lạnh,127,Huyện Sốp Cộp,14,Tỉnh Sơn La
04240,Xã Mường Lèo,127,Huyện Sốp Cộp,14,Tỉnh Sơn La
04243,Xã Mường Và,127,Huyện Sốp Cộp,14,Tỉnh Sơn La
04246,Xã Mường Lạn,127,Huyện Sốp Cộp,14,Tỉnh Sơn La
03994,Xã Suối Bàng,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04006,Xã Song Khủa,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04009,Xã Liên Hoà,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04018,Xã Tô Múa,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04021,Xã Mường Tè,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04036,Xã Chiềng Khoa,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04039,Xã Mường Men,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04042,Xã Quang Minh,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04048,Xã Vân Hồ,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04051,Xã Lóng Luông,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04054,Xã Chiềng Yên,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04056,Xã Chiềng Xuân,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04057,Xã Xuân Nha,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04058,Xã Tân Xuân,128,Huyện Vân Hồ,14,Tỉnh Sơn La
04249,Phường Yên Thịnh,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04252,Phường Yên Ninh,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04255,Phường Minh Tân,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04258,Phường Nguyễn Thái Học,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04261,Phường Đồng Tâm,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04264,Phường Nguyễn Phúc,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04267,Phường Hồng Hà,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04270,Xã Minh Bảo,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04273,Phường Nam Cường,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04276,Xã Tuy Lộc,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04279,Xã Tân Thịnh,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04540,Xã Âu Lâu,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04543,Xã Giới Phiên,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04546,Phường Hợp Minh,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04558,Xã Văn Phú,132,Thành phố Yên Bái,15,Tỉnh Yên Bái
04282,Phường Pú Trạng,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04285,Phường Trung Tâm,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04288,Phường Tân An,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04291,Phường Cầu Thia,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04294,Xã Nghĩa Lợi,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04297,Xã Nghĩa Phúc,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04300,Xã Nghĩa An,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04624,Xã Nghĩa Lộ,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04660,Xã Sơn A,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04663,Xã Phù Nham,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04675,Xã Thanh Lương,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04678,Xã Hạnh Sơn,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04681,Xã Phúc Sơn,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04684,Xã Thạch Lương,133,Thị xã Nghĩa Lộ,15,Tỉnh Yên Bái
04303,Thị trấn Yên Thế,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04306,Xã Tân Phượng,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04309,Xã Lâm Thượng,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04312,Xã Khánh Thiện,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04315,Xã Minh Chuẩn,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04318,Xã Mai Sơn,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04321,Xã Khai Trung,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04324,Xã Mường Lai,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04327,Xã An Lạc,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04330,Xã Minh Xuân,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04333,Xã Tô Mậu,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04336,Xã Tân Lĩnh,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04339,Xã Yên Thắng,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04342,Xã Khánh Hoà,135,Huyện Lục Yên,15,Tỉnh Yên Bái
04345,Xã Vĩnh Lạc,135,Huyện Lục Yên,15,Tỉnh Yên Bái
